1;24.583824647369273;13.480550153370643;15.659192973049226;17.33165637932321;13.545908898670756
5;0;0;2.104;0;0
25;0;0;2.9800000000000004;0;0
125;0;0;0;0;0
3;0;0;0;0;0
15;0;0;0;0;0
75;0;0;0;0;0
375;0;0;0;0;0
2;83.74500802938093;20.72454711643426;21.899636390554836;4.60156896;3.1082824128
10;0;0;0;0;0
50;0;0;0;0;0
250;0;0;0;0;0
6;0;0;0;0;0
30;0;0;0;0;0
150;0;0;0;0;0
750;0;0;0;0;0
4;113.99976615186733;113.99973882834416;113.99975787555724;113.99975941134562;113.99976510699695
20;2.2800000000000002;0;0;24.62358316581224;24.552131146433137
100;0;0;2.2800000000000002;0;0
500;0;0;0;0;0
12;0;0;0;0;0
60;0;0;0;0;0
300;0;0;0;0;0
1500;0;0;0;0;0
8;14.357832562677952;76.89900147528323;5.366315790643201;33.11085139673304;7.404268034955351
40;0;6.035509794208626;2.2800000000000002;0;1.2398202802751233
200;0;0;0;0;0
1000;0;0;0;0;0
24;0;0;0;0;0
120;0;0;0;0;0
600;0;0;0;0;0
3000;0;0;0;0;0
16;54.9756514299233;28.266303765990187;37.70160410024898;39.45980188456437;16.90419620294128
80;0.9456720000000001;0.9502209600000001;0;14.020210584268098;0
400;0;0;0;0;0
2000;0;0;0;0;0
48;0;0;0;0;0
240;0;0;0;0;0
1200;0;0;0;0;0
6000;0;0;0;0;0
