1;3.7322824128;0;0;0;0
5;0;0;0;0;0
25;0;0;0;0;0
125;0;0;0;0;0
3;0;0;0;0;0
15;0;0;0;0;0
75;0;0;0;0;0
375;0;0;0;0;0
2;4.92988896;2.9914176000000006;2.2800000000000002;4.60156896;3.1082824128
10;0;0;0;0;0
50;0;0;0;0;0
250;0;0;0;0;0
6;0;0;0;0;0
30;0;0;0;0;0
150;0;0;0;0;0
750;0;0;0;0;0
4;106.16595829334013;105.72223163941506;105.61265622513775;105.5806046123112;104.1986551532812
20;0;0;0;0;0
100;0;0;0;0;0
500;0;0;0;0;0
12;0;0;0;0;0
60;0;0;0;0;0
300;0;0;0;0;0
1500;0;0;0;0;0
8;8.13194392077063;5.258208960000001;5.366315790643201;5.378797612800001;6.982538652894721
40;0;0;0;0;0
200;0;0;0;0;0
1000;0;0;0;0;0
24;0;0;0;0;0
120;0;0;0;0;0
600;0;0;0;0;0
3000;0;0;0;0;0
16;5.76798395910874;1.4067609509810692;4.006614163550671;3.482005283228161;3.1304130679730697
80;0;0;0;0.9204000000000001;0
400;0;0;0;0;0
2000;0;0;0;0;0
48;0;0;0;0;0
240;0;0;0;0;0
1200;0;0;0;0;0
6000;0;0;0;0;0
