1;37.96663573453583;14.408067372217463;10.76421732592968;14.338879939970926;14.339188254664721
5;27.67870540048695;42.673058431881856;0;0;0
25;0;0;0;0;0
125;0;0;0;0;0
3;0;0;0;0;0
15;0;0;0;0;0
75;0;0;0;0;0
375;0;0;0;0;0
2;38.96270532303189;37.92810790996405;37.31518443034806;37.74355306592013;37.99024290131771
10;49.65834910920087;36.53844429050279;0;40.83427138989733;35.75203261498207
50;0;0;0;0;0
250;0;0;0;0;0
6;0;0;0;0;0
30;0;0;0;0;0
150;0;0;0;0;0
750;0;0;0;0;0
4;38.00000000050347;38.000000000424514;48.29348738273482;31.692734794031292;38.000000000478515
20;25.562019783930545;38.50679605879809;0;44.34625855866437;49.66366916978015
100;20.979200000000002;0;0;0;44.68359312656601
500;0;0;0;0;0
12;0;0;0;0;0
60;0;0;0;0;0
300;0;0;0;0;0
1500;0;0;0;0;0
8;37.99731677636329;41.080452723004285;36.62508716043477;37.934690751496376;38.291058788873414
40;10.4192;49.65721604439458;21.971550482283185;37.29489928916005;34.11999155955587
200;37.49654819811594;0;0;0;0
1000;0;0;0;0;0
24;0;0;0;0;0
120;0;0;0;0;0
600;0;0;0;0;0
3000;0;0;0;0;0
16;18.628495472812684;35.82461558296804;23.76536654212031;17.797746677580793;23.982918526511718
80;0;16.482150558597123;20.254347186667523;29.92552919072053;17.666150558597124
400;23.717990399999998;0;0;0;0
2000;0;0;0;0;0
48;0;0;0;0;0
240;0;0;0;0;0
1200;0;0;0;0;0
6000;0;0;0;0;0
