1;90.34895074039474;13.480550153370643;15.659192973049226;17.33165637932321;13.545908898670756
5;2.2185216000000008;1.2915456000000003;22.185781330118946;0;6.757969382332762
25;0;0;2.9800000000000004;0;0
125;0;0;0;0;0
3;0;0;0;0;0
15;0;0;0;0;0
75;0;0;0;0;0
375;0;0;0;0;0
2;113.99999999999977;20.72454711643426;44.72312136318571;4.60156896;3.1082824128
10;0;0;0;65.76029422321591;0
50;0;0;0;0;0
250;0;0;0;0;0
6;0;0;0;0;0
30;0;0;0;0;0
150;0;0;0;0;0
750;0;0;0;0;0
4;113.99999999999977;113.99999999999977;113.99960693585459;113.99999999999977;113.99999999999977
20;2.2800000000000002;0;0;113.99710459440095;24.552131146433137
100;0;3.3904000000000005;2.2800000000000002;0;17.431978100841157
500;0;0;0;0;0
12;0;0;0;0;0
60;0;0;0;0;0
300;0;0;0;0;0
1500;0;0;0;0;0
8;14.357832562677952;113.99999999999977;5.366315790643201;33.11085139673304;7.404268034955351
40;3.3663917629575533;91.43142158955531;8.065364138658877;0;4.358247987177652
200;0;0;0;0;0
1000;0;0;0;0;0
24;0;0;0;0;0
120;0;0;0;0;0
600;0;0;0;0;0
3000;0;0;0;0;0
16;54.9756514299233;28.266303765990187;37.70160410024898;39.45980188456437;16.90419620294128
80;0.9456720000000001;0.9502209600000001;0;14.020210584268098;0
400;0;2.0161033600000002;2.9783520000000006;0;4.787520000000001
2000;0;0;0;0;0
48;0;0;0;0;0
240;0;0;0;0;0
1200;0;0;0;0;0
6000;0;0;0;0;0
