1;19.463650243023494;19.563079037008055;28.114067420250933;19.588850637722743;19.28364037745432
3;14.105283750694413;8.037984766624039;4.759742092014242;9.267246519538247;-0.12771555817639332
9;16.100435582026932;1.4931955756787443;1.3362549574414275;1.3347764891030582;9.222249578936394
2;26.030723214110076;25.264149295312084;23.63583137035953;22.178223153916548;23.666668934395805
6;16.773426861461388;11.334104916814002;12.337174719731923;12.333607242121113;12.335820514699444
18;18.357212773271353;15.41690506544947;11.751140995371875;11.53148527384009;12.295624002711016
4;31.992187834189657;31.224519782109112;32.68150424740936;24.25160748125564;31.18696760491516
12;29.670998090198843;16.342600857107165;16.367741775789487;16.37508783129905;16.333333333339915
36;16.374010813995984;16.333333335718482;16.37130013594291;17.331176878087955;16.333017833040202
8;31.151493003426914;32.79026255757872;31.132780560626127;28.817553363648805;32.07465125693382
24;12.266861657421579;16.377863516906825;15.632645661233044;15.524046265177954;16.2202596487211
72;14.521857550225816;16.3691385499026;13.793558302179004;15.253589766408963;15.477397760620004
16;17.65301981949675;32.579240924562725;19.171394006340464;17.191522357994984;19.54111332129593
48;8.64230351725471;16.363379302546353;-0.33015007587704936;-0.3292670840288098;-0.2187406825349647
144;9.352203638667227;16.845723559716095;2.671543231082234;3.0183203368309455;3.051322272180039
